GENUS;SPECIES;SPECNO;FULL_SPECIES;JAAR;BRON;HER_COOR;AMERSX;AMERSY;HOKX;X_Round;Y_Round;X_Y_COOR;check
Bombus;hypnorum;594;Bombus_hypnorum;2007;3;3;212,631;522,162;0,001;212;522;212522;0
Bombus;pascuorum;600;Bombus_pascuorum;2007;3;3;212,631;522,162;0,001;212;522;212522;0
Bombus;terrestris;608;Bombus_terrestris;2007;3;3;212,631;522,162;0,001;212;522;212522;0
Lasioglossum;villosulum;697;Lasioglossum_villosulum;2007;2;3;212,631;522,162;0,001;212;522;212522;0
Panurgus;calcaratus;523;Panurgus_calcaratus;2007;4;3;212,631;522,162;0,001;212;522;212522;0
Andrena;ventralis;520;Andrena_ventralis;2010;3;W;212,097;524,58;0,01;212;524;212524;0
Andrena;fuscipes;478;Andrena_fuscipes;2004;;3;212;533;1;212;533;212533;0
Bombus;lapidarius;596;Bombus_lapidarius;2004;3;3;212;533;1;212;533;212533;0
Bombus;lucorum;597;Bombus_lucorum;2004;;3;212;533;1;212;533;212533;0
Bombus;pascuorum;600;Bombus_pascuorum;2004;3;3;212;533;1;212;533;212533;0
Bombus;terrestris;608;Bombus_terrestris;2004;3;3;212;533;1;212;533;212533;0
Colletes;succinctus;624;Colletes_succinctus;2004;;3;212;533;1;212;533;212533;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2004;;3;212;533;1;212;533;212533;0
Epeolus;cruciger;537;Epeolus_cruciger;2004;;3;212;533;1;212;533;212533;0
Lasioglossum;lucidulum;681;Lasioglossum_lucidulum;2004;2;3;212;533;1;212;533;212533;0
Lasioglossum;quadrinotatulum;692;Lasioglossum_quadrinotatulum;2004;2;3;212;533;1;212;533;212533;0
Lasioglossum;sabulosum;807;Lasioglossum_sabulosum;2004;2;3;212;533;1;212;533;212533;0
Lasioglossum;zonulum;669;Lasioglossum_zonulum;2004;;3;212;533;1;212;533;212533;0
Nomada;rufipes;577;Nomada_rufipes;2004;;3;212;533;1;212;533;212533;0
Panurgus;calcaratus;523;Panurgus_calcaratus;2004;;3;212;533;1;212;533;212533;0
Sphecodes;albilabris;699;Sphecodes_albilabris;2004;;3;212;533;1;212;533;212533;0
Andrena;fuscipes;478;Andrena_fuscipes;2004;;3;212;534;1;212;534;212534;0
Colletes;succinctus;624;Colletes_succinctus;2009;2;3;212,5;534,9;0,1;212;534;212534;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2004;2;3;212;534;1;212;534;212534;0
Epeolus;cruciger;537;Epeolus_cruciger;2004;;3;212;534;1;212;534;212534;0
Epeolus;variegatus;539;Epeolus_variegatus;2009;2;3;212,5;534,9;0,1;212;534;212534;0
Halictus;confusus;656;Halictus_confusus;2004;;3;212;534;1;212;534;212534;0
Lasioglossum;albipes;670;Lasioglossum_albipes;2009;2;3;212,5;534,9;0,1;212;534;212534;0
Lasioglossum;leucozonium;662;Lasioglossum_leucozonium;2004;;3;212;534;1;212;534;212534;0
Lasioglossum;lucidulum;681;Lasioglossum_lucidulum;2004;;3;212;534;1;212;534;212534;0
Nomada;rufipes;577;Nomada_rufipes;2004;;3;212;534;1;212;534;212534;0
Nomada;similis;581;Nomada_similis;2009;2;3;212,5;534,9;0,1;212;534;212534;0
Panurgus;calcaratus;523;Panurgus_calcaratus;2004;;3;212;534;1;212;534;212534;0
Sphecodes;gibbus;704;Sphecodes_gibbus;2009;2;3;212,5;534,9;0,1;212;534;212534;0
Sphecodes;marginatus;707;Sphecodes_marginatus;2004;2;3;212;534;1;212;534;212534;0
Andrena;vaga;518;Andrena_vaga;2005;3;3;212,1;535,8;0,1;212;535;212535;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2005;3;3;212,1;535,8;0,1;212;535;212535;0
Nomada;lathburiana;565;Nomada_lathburiana;2003;2;3;212,2;535,8;0,1;212;535;212535;0
Sphecodes;albilabris;699;Sphecodes_albilabris;2005;3;3;212,1;535,8;0,1;212;535;212535;0
Andrena;fuscipes;478;Andrena_fuscipes;2006;2;3;212,8;536,4;0,1;212;536;212536;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2006;3;3;212,8;536,4;0,1;212;536;212536;0
Lasioglossum;calceatum;672;Lasioglossum_calceatum;2006;2;3;212,8;536,4;0,1;212;536;212536;0
Nomada;rufipes;577;Nomada_rufipes;2006;2;3;212,8;536,4;0,1;212;536;212536;0
Andrena;vaga;518;Andrena_vaga;2006;3;3;212;562,6;0,1;212;562;212562;0
Bombus;jonellus;595;Bombus_jonellus;2006;2;3;212,2;562,8;0,1;212;562;212562;0
Bombus;sylvestris;615;Bombus_sylvestris;2006;4;3;212,2;562,8;0,1;212;562;212562;0
Bombus;vestalis;616;Bombus_vestalis;2006;2;3;212,2;562,5;0,1;212;562;212562;0
Megachile;lapponica;748;Megachile_lapponica;2006;2;3;212,4;562,4;0,1;212;562;212562;0
Nomada;lathburiana;565;Nomada_lathburiana;2006;2;3;212;562,6;0,1;212;562;212562;0
Sphecodes;ephippius;701;Sphecodes_ephippius;2006;2;3;212;562,6;0,1;212;562;212562;0
Sphecodes;monilicornis;709;Sphecodes_monilicornis;2006;2;3;212;562,6;0,1;212;562;212562;0
Sphecodes;pellucidus;711;Sphecodes_pellucidus;2006;2;3;212;562,6;0,1;212;562;212562;0
Andrena;vaga;518;Andrena_vaga;2011;3;W;212,942;563,007;0,001;212;563;212563;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2005;2;3;212;563;1;212;563;212563;0
Macropis;europaea;775;Macropis_europaea;2005;2;3;212;563;1;212;563;212563;0
Bombus;lapidarius;596;Bombus_lapidarius;2006;3;3;212,4;576,9;0,1;212;576;212576;0
Bombus;pascuorum;600;Bombus_pascuorum;2006;3;3;212,4;576,9;0,1;212;576;212576;0
Bombus;terrestris;608;Bombus_terrestris;2006;3;3;212,4;576,9;0,1;212;576;212576;0
Lasioglossum;zonulum;669;Lasioglossum_zonulum;2006;2;3;212,4;576,9;0,1;212;576;212576;0
Macropis;europaea;775;Macropis_europaea;2006;4;3;212,4;576,9;0,1;212;576;212576;0
Megachile;willughbiella;754;Megachile_willughbiella;2006;4;3;212,4;576,9;0,1;212;576;212576;0
Andrena;flavipes;472;Andrena_flavipes;2009;3;W;212,775;584,22;0,01;212;584;212584;0
Andrena;praecox;503;Andrena_praecox;2009;3;W;212,723;584,393;0,001;212;584;212584;0
Bombus;lapidarius;596;Bombus_lapidarius;2009;3;W;212,773;584,209;0,001;212;584;212584;0
Bombus;pascuorum;600;Bombus_pascuorum;2009;3;W;212,625;584,198;0,001;212;584;212584;0
Bombus;terrestris;608;Bombus_terrestris;2009;3;W;212,731;584,426;0,001;212;584;212584;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2010;3;W;212,581;586,902;0,001;212;586;212586;0
Bombus;hortorum;592;Bombus_hortorum;2006;3;3;212,6;586,9;0,1;212;586;212586;0
Bombus;lapidarius;596;Bombus_lapidarius;2006;3;3;212,6;586,9;0,1;212;586;212586;0
Bombus;lucorum;597;Bombus_lucorum;2006;3;3;212,6;586,9;0,1;212;586;212586;0
Bombus;pascuorum;600;Bombus_pascuorum;2006;3;3;212,6;586,9;0,1;212;586;212586;0
Bombus;pratorum;602;Bombus_pratorum;2006;3;3;212,6;586,9;0,1;212;586;212586;0
Lasioglossum;sexstrigatum;695;Lasioglossum_sexstrigatum;2006;4;3;212,6;586,9;0,1;212;586;212586;0
Osmia;rufa;763;Osmia_rufa;2010;3;W;212,573;586,879;0,001;212;586;212586;0
Stelis;punctulatissima;771;Stelis_punctulatissima;2008;3;W;212,565;586,87;0,01;212;586;212586;0
Bombus;pascuorum;600;Bombus_pascuorum;2008;3;W;212,149;589,951;0,001;212;589;212589;0
Bombus;terrestris;608;Bombus_terrestris;2009;2;3;212,8;612,2;0,1;212;612;212612;0
Colletes;halophilus;620;Colletes_halophilus;2009;2;3;212,8;612,2;0,1;212;612;212612;0
Osmia;claviventris;737;Osmia_claviventris;2009;2;3;212,8;612,2;0,1;212;612;212612;0
Andrena;dorsata;469;Andrena_dorsata;2006;2;3;213;374;1;213;374;213374;0
Andrena;flavipes;472;Andrena_flavipes;2006;2;3;213;374;1;213;374;213374;0
Bombus;lapidarius;596;Bombus_lapidarius;2006;2;3;213;374;1;213;374;213374;0
Bombus;pascuorum;600;Bombus_pascuorum;2006;2;3;213;374;1;213;374;213374;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2006;2;3;213;374;1;213;374;213374;0
Halictus;confusus;656;Halictus_confusus;2006;2;3;213;374;1;213;374;213374;0
Hylaeus;communis;628;Hylaeus_communis;2007;2;3;213;374;1;213;374;213374;0
Lasioglossum;calceatum;672;Lasioglossum_calceatum;2006;2;3;213;374;1;213;374;213374;0
Lasioglossum;leucozonium;662;Lasioglossum_leucozonium;2006;2;3;213;374;1;213;374;213374;0
Megachile;circumcincta;747;Megachile_circumcincta;2006;2;3;213;374;1;213;374;213374;0
Melitta;leporina;778;Melitta_leporina;2006;2;3;213;374;1;213;374;213374;0
Panurgus;banksianus;522;Panurgus_banksianus;2006;2;3;213;374;1;213;374;213374;0
Panurgus;calcaratus;523;Panurgus_calcaratus;2006;2;3;213;374;1;213;374;213374;0
Andrena;carantonica;459;Andrena_carantonica;2003;2;3;213,6;435,1;0,1;213;435;213435;0
Andrena;clarkella;463;Andrena_clarkella;2003;2;3;213;435;1;213;435;213435;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2003;2;3;213,6;435,1;0,1;213;435;213435;0
Andrena;mitis;493;Andrena_mitis;2003;2;3;213,6;435,1;0,1;213;435;213435;0
Andrena;nitida;496;Andrena_nitida;2005;4;3;213,6;435,05;0,01;213;435;213435;0
Andrena;praecox;503;Andrena_praecox;2003;2;3;213;435;1;213;435;213435;0
Andrena;subopaca;513;Andrena_subopaca;2003;2;3;213,6;435,1;0,1;213;435;213435;0
Andrena;vaga;518;Andrena_vaga;2005;4;3;213,6;435,05;0,01;213;435;213435;0
Bombus;pascuorum;600;Bombus_pascuorum;2005;3;3;213,6;435,05;0,01;213;435;213435;0
Bombus;terrestris;608;Bombus_terrestris;2005;3;3;213,6;435,05;0,01;213;435;213435;0
Colletes;cunicularius;617;Colletes_cunicularius;2003;2;3;213,6;435,1;0,1;213;435;213435;0
Epeolus;variegatus;539;Epeolus_variegatus;2003;2;3;213,6;435,1;0,1;213;435;213435;0
Halictus;tumulorum;658;Halictus_tumulorum;2003;2;3;213,6;435,3;0,1;213;435;213435;0
Lasioglossum;sabulosum;807;Lasioglossum_sabulosum;2003;2;3;213,6;435,1;0,1;213;435;213435;0
Lasioglossum;sexnotatum;667;Lasioglossum_sexnotatum;2003;2;3;213,6;435,3;0,1;213;435;213435;0
Lasioglossum;villosulum;697;Lasioglossum_villosulum;2003;2;3;213,6;435,1;0,1;213;435;213435;0
Nomada;flava;556;Nomada_flava;2003;2;3;213,6;435,1;0,1;213;435;213435;0
Nomada;flavoguttata;557;Nomada_flavoguttata;2003;2;3;213,6;435,1;0,1;213;435;213435;0
Nomada;lathburiana;565;Nomada_lathburiana;2003;2;3;213,6;435,1;0,1;213;435;213435;0
Nomada;marshamella;568;Nomada_marshamella;2003;2;3;213,6;435,1;0,1;213;435;213435;0
Sphecodes;reticulatus;713;Sphecodes_reticulatus;2003;2;3;213,6;435,1;0,1;213;435;213435;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2005;4;3;213;451;1;213;451;213451;0
Andrena;labiata;487;Andrena_labiata;2005;2;3;213;451;1;213;451;213451;0
Andrena;mitis;493;Andrena_mitis;2005;2;3;213;451;1;213;451;213451;0
Andrena;subopaca;513;Andrena_subopaca;2005;2;3;213;451;1;213;451;213451;0
Osmia;caerulescens;757;Osmia_caerulescens;2007;2;3;213,01;460,59;0,01;213;460;213460;0
Lasioglossum;morio;685;Lasioglossum_morio;2007;2;3;213;461;1;213;461;213461;0
Panurgus;calcaratus;523;Panurgus_calcaratus;2007;2;3;213;461;1;213;461;213461;0
Bombus;vestalis;616;Bombus_vestalis;2011;3;W;213,819;520,93;0,01;213;520;213520;0
Macropis;europaea;775;Macropis_europaea;2007;4;3;213,161;521,953;0,001;213;521;213521;0
Bombus;lucorum;597;Bombus_lucorum;2007;4;3;213,351;525,152;0,001;213;525;213525;0
Bombus;pascuorum;600;Bombus_pascuorum;2007;4;3;213,351;525,152;0,001;213;525;213525;0
Lasioglossum;calceatum;672;Lasioglossum_calceatum;2007;2;3;213,351;525,152;0,001;213;525;213525;0
Sphecodes;pellucidus;711;Sphecodes_pellucidus;2007;2;3;213,351;525,152;0,001;213;525;213525;0
Anthidium;manicatum;719;Anthidium_manicatum;2007;3;3;213,011;526,721;0,001;213;526;213526;0
Heriades;truncorum;734;Heriades_truncorum;2007;4;3;213,102;526,531;0,001;213;526;213526;0
Andrena;fuscipes;478;Andrena_fuscipes;2008;4;3;213,802;532,658;0,001;213;532;213532;0
Bombus;jonellus;595;Bombus_jonellus;2008;2;3;213,669;532,444;0,001;213;532;213532;0
Bombus;magnus;598;Bombus_magnus;2008;2;3;213,669;532,444;0,001;213;532;213532;0
Bombus;pascuorum;600;Bombus_pascuorum;2008;2;3;213,669;532,444;0,001;213;532;213532;0
Colletes;succinctus;624;Colletes_succinctus;2008;4;3;213,802;532,658;0,001;213;532;213532;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2008;4;3;213,802;532,658;0,001;213;532;213532;0
Nomada;rufipes;577;Nomada_rufipes;2008;2;3;213,802;532,658;0,001;213;532;213532;0
Andrena;fuscipes;478;Andrena_fuscipes;2008;3;3;213,566;533,773;0,001;213;533;213533;0
Colletes;succinctus;624;Colletes_succinctus;2008;3;3;213,566;533,773;0,001;213;533;213533;0
Epeolus;cruciger;537;Epeolus_cruciger;2008;2;3;213,566;533,773;0,001;213;533;213533;0
Lasioglossum;prasinum;664;Lasioglossum_prasinum;2008;2;3;213,566;533,773;0,001;213;533;213533;0
Lasioglossum;quadrinotatulum;692;Lasioglossum_quadrinotatulum;2008;2;3;213,566;533,773;0,001;213;533;213533;0
Lasioglossum;sexstrigatum;695;Lasioglossum_sexstrigatum;2008;2;3;213,566;533,773;0,001;213;533;213533;0
Colletes;fodiens;619;Colletes_fodiens;2005;2;3;213;545;1;213;545;213545;0
Lasioglossum;leucozonium;662;Lasioglossum_leucozonium;2005;2;3;213;545;1;213;545;213545;0
Bombus;jonellus;595;Bombus_jonellus;2013;3;3;213,5;547,6;0,1;213;547;213547;0
Bombus;pratorum;602;Bombus_pratorum;2013;3;3;213,5;547,6;0,1;213;547;213547;0
Bombus;terrestris;608;Bombus_terrestris;2013;3;3;213,5;547,6;0,1;213;547;213547;0
Andrena;clarkella;463;Andrena_clarkella;2013;2;3;213,5;548;0,1;213;548;213548;0
Bombus;terrestris;608;Bombus_terrestris;2013;3;3;213,5;548;0,1;213;548;213548;0
Andrena;clarkella;463;Andrena_clarkella;2013;3;3;213,4;551,4;0,1;213;551;213551;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2013;2;3;213,4;551,4;0,1;213;551;213551;0
Andrena;praecox;503;Andrena_praecox;2013;2;3;213,4;551,4;0,1;213;551;213551;0
Andrena;vaga;518;Andrena_vaga;2013;3;3;213,4;551,4;0,1;213;551;213551;0
Bombus;pascuorum;600;Bombus_pascuorum;2013;3;3;213,4;551,4;0,1;213;551;213551;0
Bombus;pratorum;602;Bombus_pratorum;2013;3;3;213,4;551,4;0,1;213;551;213551;0
Bombus;terrestris;608;Bombus_terrestris;2013;3;3;213,4;551,4;0,1;213;551;213551;0
Colletes;succinctus;624;Colletes_succinctus;2010;3;W;213,562;551,934;0,001;213;551;213551;0
Epeolus;cruciger;537;Epeolus_cruciger;2010;3;W;213,562;551,934;0,001;213;551;213551;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2005;2;3;213;562;1;213;562;213562;0
Bombus;bohemicus;611;Bombus_bohemicus;2006;4;3;213;563,2;0,1;213;563;213563;0
Bombus;pascuorum;600;Bombus_pascuorum;2006;4;3;213;563,2;0,1;213;563;213563;0
Andrena;fuscipes;478;Andrena_fuscipes;2006;2;P;213;566;1;213;566;213566;0
Bombus;lucorum;597;Bombus_lucorum;2006;2;P;213;566;1;213;566;213566;0
Colletes;succinctus;624;Colletes_succinctus;2006;2;P;213;566;1;213;566;213566;0
Epeolus;cruciger;537;Epeolus_cruciger;2006;2;P;213;566;1;213;566;213566;0
Epeolus;variegatus;539;Epeolus_variegatus;2006;2;P;213;566;1;213;566;213566;0
Lasioglossum;punctatissimum;690;Lasioglossum_punctatissimum;2006;5;3;213;566;1;213;566;213566;0
Nomada;rufipes;577;Nomada_rufipes;2006;2;P;213;566;1;213;566;213566;0
Bombus;hortorum;592;Bombus_hortorum;2006;3;3;213,1;576,2;0,1;213;576;213576;0
Bombus;hypnorum;594;Bombus_hypnorum;2006;3;3;213,1;576,2;0,1;213;576;213576;0
Bombus;lucorum;597;Bombus_lucorum;2006;3;3;213,1;576,2;0,1;213;576;213576;0
Bombus;pratorum;602;Bombus_pratorum;2006;3;3;213,1;576,2;0,1;213;576;213576;0
Halictus;rubicundus;653;Halictus_rubicundus;2006;2;3;213,1;576,2;0,1;213;576;213576;0
Lasioglossum;calceatum;672;Lasioglossum_calceatum;2006;2;3;213,1;576,2;0,1;213;576;213576;0
Lasioglossum;leucopus;679;Lasioglossum_leucopus;2006;2;3;213;576,5;0,1;213;576;213576;0
Lasioglossum;sexstrigatum;695;Lasioglossum_sexstrigatum;2006;2;3;213,1;576,2;0,1;213;576;213576;0
Anthidium;manicatum;719;Anthidium_manicatum;2006;4;3;213,9;578,2;0,1;213;578;213578;0
Bombus;pascuorum;600;Bombus_pascuorum;2006;3;3;213,9;578,2;0,1;213;578;213578;0
Bombus;lapidarius;596;Bombus_lapidarius;2011;3;W;213,71;581,293;0,001;213;581;213581;0
Osmia;rufa;763;Osmia_rufa;2010;3;W;213,718;581,208;0,001;213;581;213581;0
Andrena;fulva;475;Andrena_fulva;2010;3;W;213,068;587,087;0,001;213;587;213587;0
Bombus;lapidarius;596;Bombus_lapidarius;2010;3;W;213,11;587,096;0,001;213;587;213587;0
Colletes;halophilus;620;Colletes_halophilus;2006;3;3;213;612;1;213;612;213612;0
Andrena;humilis;484;Andrena_humilis;2008;2;3;214;432,6;0,1;214;432;214432;0
Andrena;carantonica;459;Andrena_carantonica;2003;2;3;214;434;1;214;434;214434;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2003;2;3;214;434;1;214;434;214434;0
Andrena;synadelpha;514;Andrena_synadelpha;2003;2;3;214;434;1;214;434;214434;0
Bombus;hypnorum;594;Bombus_hypnorum;2003;2;3;214;434;1;214;434;214434;0
Bombus;pascuorum;600;Bombus_pascuorum;2003;2;3;214;434;1;214;434;214434;0
Bombus;pratorum;602;Bombus_pratorum;2003;2;3;214;434;1;214;434;214434;0
Bombus;terrestris;608;Bombus_terrestris;2003;2;3;214;434;1;214;434;214434;0
Nomada;flava;556;Nomada_flava;2003;2;3;214;434;1;214;434;214434;0
Nomada;panzeri;573;Nomada_panzeri;2003;2;3;214;434;1;214;434;214434;0
Nomada;ruficornis;548;Nomada_ruficornis;2003;2;3;214;434;1;214;434;214434;0
Andrena;subopaca;513;Andrena_subopaca;2004;;3;214;441;1;214;441;214441;0
Andrena;vaga;518;Andrena_vaga;2011;3;W;214,695;466,889;0,001;214;466;214466;0
Nomada;rufipes;577;Nomada_rufipes;2004;2;3;214,7;466,9;0,1;214;466;214466;0
Panurgus;calcaratus;523;Panurgus_calcaratus;2004;2;3;214,7;466,9;0,1;214;466;214466;0
Andrena;fuscipes;478;Andrena_fuscipes;2010;2;3;214,8;517,1;0,1;214;517;214517;0
Bombus;pratorum;602;Bombus_pratorum;2010;3;3;214,664;517,53;0,001;214;517;214517;0
Colletes;succinctus;624;Colletes_succinctus;2010;2;3;214,8;517,1;0,1;214;517;214517;0
Halictus;rubicundus;653;Halictus_rubicundus;2010;2;3;214,751;517,349;0,001;214;517;214517;0
Lasioglossum;villosulum;697;Lasioglossum_villosulum;2010;2;3;214,742;517,241;0,001;214;517;214517;0
Nomada;rufipes;577;Nomada_rufipes;2010;2;3;214,8;517,1;0,1;214;517;214517;0
Andrena;vaga;518;Andrena_vaga;2010;3;W;214,39;519,193;0,001;214;519;214519;0
Nomada;lathburiana;565;Nomada_lathburiana;2011;3;W;214,352;519,204;0,001;214;519;214519;0
Nomada;succincta;584;Nomada_succincta;2011;3;W;214,319;519,308;0,001;214;519;214519;0
Halictus;tumulorum;658;Halictus_tumulorum;2007;2;3;214,344;521,119;0,001;214;521;214521;0
Panurgus;calcaratus;523;Panurgus_calcaratus;2007;4;3;214,344;521,119;0,001;214;521;214521;0
Sphecodes;crassus;700;Sphecodes_crassus;2007;2;3;214,344;521,119;0,001;214;521;214521;0
Sphecodes;miniatus;708;Sphecodes_miniatus;2007;2;3;214,344;521,119;0,001;214;521;214521;0
Sphecodes;monilicornis;709;Sphecodes_monilicornis;2007;2;3;214,344;521,119;0,001;214;521;214521;0
Sphecodes;puncticeps;712;Sphecodes_puncticeps;2007;2;3;214,344;521,119;0,001;214;521;214521;0
Bombus;pratorum;602;Bombus_pratorum;2007;3;3;214,555;522,588;0,001;214;522;214522;0
Heriades;truncorum;734;Heriades_truncorum;2007;3;3;214,555;522,588;0,001;214;522;214522;0
Bombus;pascuorum;600;Bombus_pascuorum;2007;3;3;214,029;525,348;0,001;214;525;214525;0
Bombus;terrestris;608;Bombus_terrestris;2007;3;3;214,029;525,348;0,001;214;525;214525;0
Macropis;europaea;775;Macropis_europaea;2007;3;3;214,029;525,348;0,001;214;525;214525;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2005;3;3;214,2;541,8;0,1;214;541;214541;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2004;3;3;214,2;543,6;0,1;214;543;214543;0
Andrena;vaga;518;Andrena_vaga;2004;3;3;214,2;543,6;0,1;214;543;214543;0
Colletes;daviesanus;618;Colletes_daviesanus;2004;3;3;214,7;543,9;0,1;214;543;214543;0
Nomada;lathburiana;565;Nomada_lathburiana;2004;3;3;214,2;543,6;0,1;214;543;214543;0
Sphecodes;albilabris;699;Sphecodes_albilabris;2004;3;3;214,2;543,6;0,1;214;543;214543;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2004;3;3;214,7;544,2;0,1;214;544;214544;0
Andrena;vaga;518;Andrena_vaga;2004;3;3;214,7;544,2;0,1;214;544;214544;0
Colletes;cunicularius;617;Colletes_cunicularius;2004;3;3;214,7;544,2;0,1;214;544;214544;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2004;3;3;214,7;544,2;0,1;214;544;214544;0
Nomada;lathburiana;565;Nomada_lathburiana;2004;3;3;214,7;544,2;0,1;214;544;214544;0
Nomada;rufipes;577;Nomada_rufipes;2006;2;3;214,36;544,28;0,01;214;544;214544;0
Panurgus;calcaratus;523;Panurgus_calcaratus;2005;3;3;214,9;544,5;0,1;214;544;214544;0
Sphecodes;albilabris;699;Sphecodes_albilabris;2004;3;3;214,7;544,2;0,1;214;544;214544;0
Coelioxys;quadridentata;732;Coelioxys_quadridentata;2010;3;W;214,141;545,919;0,001;214;545;214545;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2004;3;3;214,4;545,8;0,1;214;545;214545;0
Epeoloides;coecutiens;535;Epeoloides_coecutiens;2010;3;W;214,158;545,948;0,001;214;545;214545;0
Panurgus;calcaratus;523;Panurgus_calcaratus;2005;3;3;214,8;545,3;0,1;214;545;214545;0
Andrena;vaga;518;Andrena_vaga;2005;3;3;214,8;546,5;0,1;214;546;214546;0
Nomada;lathburiana;565;Nomada_lathburiana;2005;3;3;214,8;546,5;0,1;214;546;214546;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2010;3;W;214,039;551,602;0,001;214;551;214551;0
Andrena;carantonica;459;Andrena_carantonica;2009;2;3;214;566;1;214;566;214566;0
Andrena;flavipes;472;Andrena_flavipes;2009;2;3;214;566;1;214;566;214566;0
Andrena;fulva;475;Andrena_fulva;2009;2;3;214;566;1;214;566;214566;0
Andrena;fuscipes;478;Andrena_fuscipes;2006;2;3;214;566;1;214;566;214566;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2009;4;3;214;566;1;214;566;214566;0
Bombus;bohemicus;611;Bombus_bohemicus;2006;2;3;214;566;1;214;566;214566;0
Bombus;lapidarius;596;Bombus_lapidarius;2006;2;3;214;566;1;214;566;214566;0
Bombus;lucorum;597;Bombus_lucorum;2006;2;3;214;566;1;214;566;214566;0
Bombus;pascuorum;600;Bombus_pascuorum;2006;3;3;214;566,5;0,1;214;566;214566;0
Bombus;terrestris;608;Bombus_terrestris;2006;2;3;214;566;1;214;566;214566;0
Bombus;vestalis;616;Bombus_vestalis;2009;2;3;214;566;1;214;566;214566;0
Colletes;succinctus;624;Colletes_succinctus;2006;2;3;214,1;566,4;0,1;214;566;214566;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2006;2;3;214,1;566,4;0,1;214;566;214566;0
Epeolus;cruciger;537;Epeolus_cruciger;2006;2;3;214,1;566,4;0,1;214;566;214566;0
Halictus;rubicundus;653;Halictus_rubicundus;2006;2;3;214;566,5;0,1;214;566;214566;0
Lasioglossum;albipes;670;Lasioglossum_albipes;2006;2;3;214;566;1;214;566;214566;0
Lasioglossum;calceatum;672;Lasioglossum_calceatum;2006;2;3;214;566;1;214;566;214566;0
Lasioglossum;sexstrigatum;695;Lasioglossum_sexstrigatum;2006;2;3;214;566;1;214;566;214566;0
Nomada;fucata;559;Nomada_fucata;2009;2;3;214;566;1;214;566;214566;0
Nomada;rufipes;577;Nomada_rufipes;2006;2;3;214,1;566,4;0,1;214;566;214566;0
Panurgus;calcaratus;523;Panurgus_calcaratus;2012;2;3;214;566;1;214;566;214566;0
Sphecodes;pellucidus;711;Sphecodes_pellucidus;2009;2;3;214;566;1;214;566;214566;0
Sphecodes;reticulatus;713;Sphecodes_reticulatus;2012;2;3;214;566;1;214;566;214566;0
Andrena;clarkella;463;Andrena_clarkella;2010;3;W;214,87;581,497;0,001;214;581;214581;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2010;3;W;214,875;581,387;0,001;214;581;214581;0
Bombus;hypnorum;594;Bombus_hypnorum;2010;3;W;214,861;581,328;0,001;214;581;214581;0
Osmia;rufa;763;Osmia_rufa;2010;3;W;214,196;581,068;0,001;214;581;214581;0
Bombus;pascuorum;600;Bombus_pascuorum;2009;3;W;214,916;582,344;0,001;214;582;214582;0
Bombus;hortorum;592;Bombus_hortorum;2006;3;3;214;591,1;0,1;214;591;214591;0
Bombus;hypnorum;594;Bombus_hypnorum;2006;3;3;214;591,1;0,1;214;591;214591;0
Bombus;pascuorum;600;Bombus_pascuorum;2006;2;3;214;591,1;0,1;214;591;214591;0
Bombus;pratorum;602;Bombus_pratorum;2006;4;3;214;591,1;0,1;214;591;214591;0
Hylaeus;hyalinatus;636;Hylaeus_hyalinatus;2006;2;3;214;591,1;0,1;214;591;214591;0
Lasioglossum;calceatum;672;Lasioglossum_calceatum;2006;2;3;214;591,1;0,1;214;591;214591;0
Lasioglossum;leucopus;679;Lasioglossum_leucopus;2006;2;3;214;591,1;0,1;214;591;214591;0
Lasioglossum;sexstrigatum;695;Lasioglossum_sexstrigatum;2006;4;3;214;591,1;0,1;214;591;214591;0
Colletes;halophilus;620;Colletes_halophilus;2006;3;3;214;612;1;214;612;214612;0
Bombus;lapidarius;596;Bombus_lapidarius;2003;2;3;215;437;1;215;437;215437;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2005;2;3;215;446;1;215;446;215446;0
Andrena;nitida;496;Andrena_nitida;2005;2;3;215;446;1;215;446;215446;0
